;;;year
Bayesian Simulation Model (MDACC);Shen Y, Yang Y, Inoue LY, Munsell MF, Miller AB, Berry DA, Role of detection method in predicting breast cancer survival: analysis of randomized screening trials, J Natl Cancer Inst, Aug. 17, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16106024;2005
BCOS (Stanford);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
BCOS (Stanford);Rosenberg J, Chia YL, Plevritis S, The effect of age, race, tumor size, tumor grade, and disease stage on invasive ductal breast cancer survival in the U.S. SEER database, Breast Cancer Res Treat, Jan. 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15666196;2005
CISNET-DFCI (Dana-Farber);Zelen M, Risks of cancer and families, J Natl Cancer Inst, Nov. 2, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16264169;2005
CISNET-DFCI (Dana-Farber);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
CISNET-DFCI (Dana-Farber);Shen Y, Zelen M, Robust modeling in screening studies: estimation of sensitivity and preclinical sojourn time distribution, Biostatistics, Oct. 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15860542;2005
MISCAN-Fadia (Erasmus);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
Spectrum/G-E (Georgetown/Einstein);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
Spectrum/G-E (Georgetown/Einstein);Pignone M, Saha S, Hoerger T, Lohr KN, Teutsch S, Mandelblatt J, Challenges in systematic reviews of economic analyses, Ann Intern Med, June 21, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15968032;2005
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Schechter CB, Yabroff KR, Lawrence W, Dignam J, Extermann M, Fox S, Orosz G, Silliman R, Cullen J, Balducci L, et al., Toward optimal screening strategies for older women. Costs, benefits, and harms of breast cancer screening by age, biology, and health status, J Gen Intern Med, June 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15987322;2005
UWBCS (Wisconsin);Berry DA, Cronin KA, Plevritis SK, Fryback DG, Clarke L, Zelen M, Mandelblatt JS, Yakovlev AY, Habbema JD, Feuer EJ, Effect of screening and adjuvant therapy on mortality from breast cancer, N Engl J Med, Oct. 27, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16251534;2005
SimSmoke (Georgetown);Levy DT, Nikolayev L, Mumford E, Recent trends in smoking and the role of public policies: results from the SimSmoke tobacco control policy simulation model, Addiction, Oct. 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=16185214;2005
SimSmoke (Georgetown);Levy DT, Nikolayev L, Mumford E, Compton C, The Healthy People 2010 smoking prevalence and tobacco control objectives: results from the SimSmoke tobacco control policy simulation model (United States), Cancer Causes Control, May 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15953978;2005
SimSmoke (Georgetown);Levy DT, Wen CP, Chen TY, Oblak M, Increasing taxes to reduce smoking prevalence and smoking attributable mortality in Taiwan: results from a tobacco policy simulation model, Tob Control, June 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15923449;2005
UM-LCSm (Michigan);Clements MS, Armstrong BK, Moolgavkar SH, Lung cancer rate predictions using generalized additive models, Biostatistics, Oct. 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15860544;2005
UM-LCSm (Michigan);Hazelton WD, Clements MS, Moolgavkar SH, Multistage carcinogenesis and lung cancer mortality in three cohorts, Cancer Epidemiol Biomarkers Prev, May 1, 2005 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15894668;2005
BCOS (Stanford);Chia YL, Salzman P, Plevritis SK, Glynn PW, Simulation-based parameter estimation for complex models: a breast cancer natural history modelling illustration, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587436;2004
BCOS (Stanford);Boer R, Plevritis S, Clarke L, Diversity of model approaches for breast cancer screening: a review of model assumptions by the Cancer Intervention and Surveillance Network (CISNET) Breast Cancer Groups, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587437;2004
CISNET-DFCI (Dana-Farber);Lee S, Huang H, Zelen M, Early detection of disease and scheduling of screening examinations, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587433;2004
CISNET-DFCI (Dana-Farber);Hu P, Zelen M, Planning of randomized early detection trials, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587435;2004
CISNET-DFCI (Dana-Farber);Zelen M, Forward and backward recurrence times and length biased sampling: age specific models, Lifetime Data Anal, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15690988;2004
CISNET-DFCI (Dana-Farber);Davidov O, Zelen M, Overdiagnosis in early detection programs, Biostatistics, Oct. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15475422;2004
MISCAN-Fadia (Erasmus);Feuer EJ, Boer R, Holford TR. Developing and comparing population models for the early detection of cancer. Stat Meth Med Res Dec 2004 13(6):419-20.;;2004
MISCAN-Fadia (Erasmus);Boer R, Plevritis S, Clarke L, Diversity of model approaches for breast cancer screening: a review of model assumptions by the Cancer Intervention and Surveillance Network (CISNET) Breast Cancer Groups, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587437;2004
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Schechter CB, Yabroff KR, Lawrence W, Dignam J, Muennig P, Chavez Y, Cullen J, Fahs M, Benefits and costs of interventions to improve breast cancer outcomes in African American women, J Clin Oncol, July 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15173213;2004
UWBCS (Wisconsin);Andersen LD, Remington PL, Trentham-Dietz A, Robert S, Community trends in the early detection of breast cancer in Wisconsin, 1980-1998, Am J Prev Med, Jan. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=14700713;2004
MISCAN-STDSIM (Erasmus);Bulkmans NW, Rozendaal L, Snijders PJ, Voorhorst FJ, Boeke AJ, Zandwijken GR, van Kemenade FJ, Verheijen RH, v Groningen K, Boon ME, Keuning HJ, et al., POBASCAM, a population-based randomized controlled trial for implementation of high-risk HPV testing in cervical screening: design, methods and baseline data of 44,102 women, Int J Cancer, May 20, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15054873;2004
Policy1-Cervix (CCNSW);Canfell K, Barnabas R, Patnick J, Beral V, The predicted effect of changes in cervical screening practice in the UK: results from a modelling study, Br J Cancer, Aug. 2, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15266332;2004
MISCAN-Lung (Erasmus);Feuer EJ, Boer R, Holford TR. Developing and comparing population models for the early detection of cancer. Stat Meth Med Res Dec 2004 13(6):419-20.;;2004
SimSmoke (Georgetown);Levy DT, Mumford EA, Cummings KM, Gilpin EA, Giovino G, Hyland A, Sweanor D, Warner KE, The relative risks of a low-nitrosamine smokeless tobacco product compared with smoking cigarettes: estimates of a panel of experts, Cancer Epidemiol Biomarkers Prev, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15598758;2004
SimSmoke (Georgetown);Levy DT, Chaloupka F, Gitchell J, The effects of tobacco control policies on smoking rates: a tobacco control scorecard, J Public Health Manag Pract, July 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15235381;2004
YLCM (Yale);Feuer EJ, Boer R, Holford TR. Developing and comparing population models for the early detection of cancer. Stat Meth Med Res Dec 2004 13(6):419-20.;;2004
PSAPC (FHCRC);Shaw PA, Etzioni R, Zeliadt SB, Mariotto A, Karnofski K, Penson DF, Weiss NS, Feuer EJ, An ecologic study of prostate-specific antigen screening and prostate cancer mortality in nine geographic areas of the United States, Am J Epidemiol, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15561985;2004
PSAPC (FHCRC);Feuer EJ, Etzioni R, Cronin KA, Mariotto A, The use of modeling to understand the impact of screening on U.S. mortality: examples from mammography and PSA testing, Stat Methods Med Res, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15587432;2004
PSAPC (FHCRC);Zeliadt SB, Potosky AL, Etzioni R, Ramsey SD, Penson DF, Racial disparity in primary and adjuvant treatment for nonmetastatic prostate cancer: SEER-Medicare trends 1991 to 1999, Urology, Dec. 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15596192;2004
PSAPC (FHCRC);Inoue LY, Etzioni R, Slate EH, Morrell C, Penson DF, Combining longitudinal studies of PSA, Biostatistics, July 1, 2004 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=15208207;2004
CISNET-DFCI (Dana-Farber);Lee SJ, Zelen M, Modelling the early detection of breast cancer, Ann Oncol, Aug. 1, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12881377;2003
CISNET-DFCI (Dana-Farber);Davidov O, Zelen M, The theory of case-control studies for early detection programs, Biostatistics, July 1, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12925508;2003
MISCAN-Fadia (Erasmus);Tan SYGL, van Oortmarssen GJ, Piersma N. Estimating parameters of a microsimulation model for breast cancer screening using the score function method. Ann Oper Res 2003 Mar 119(43):43-61.;;2003
Spectrum/G-E (Georgetown/Einstein);Mandelblatt J, Saha S, Teutsch S, Hoerger T, Siu AL, Atkins D, Klein J, Helfand M, The cost-effectiveness of screening mammography beyond age 65 years: a systematic review for the U.S. Preventive Services Task Force, Ann Intern Med, Nov. 18, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=14623621;2003
Spectrum/G-E (Georgetown/Einstein);Yabroff KR, Washington KS, Leader A, Neilson E, Mandelblatt J, Is the promise of cancer-screening programs being compromised? Quality of follow-up care after abnormal screening results, Med Care Res Rev, Sept. 1, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12971231;2003
Spectrum/G-E (Georgetown/Einstein);Polsky D, Mandelblatt JS, Weeks JC, Venditti L, Hwang YT, Glick HA, Hadley J, Schulman KA, Economic evaluation of breast cancer treatment: considering the value of patient choice, J Clin Oncol, March 15, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12637482;2003
MISCAN-Colon (Erasmus/MSK);van Ballegooijen M, Habbema JDF, Boer R, Zauber AG, Brown ML. Report to the Agency for Healthcare Research and Quality: a comparison of the cost-effectiveness of fecal occult blood tests with different test characteristics in the context of annual screening in the Medicare population. 2003 Aug. Available at http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=20.;http://www.cms.gov/medicare-coverage-database/details/technology-assessments-details.aspx?TAId=20;2003
PSAPC (FHCRC);Zeliadt SB, Penson DF, Albertsen PC, Concato J, Etzioni RD, Race independently predicts prostate specific antigen testing frequency following a prostate carcinoma diagnosis, Cancer, Aug. 1, 2003 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12879465;2003
CISNET-DFCI (Dana-Farber);Hu P, Zelen M, Experimental design issues for the early detection of disease: novel designs, Biostatistics, Sept. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12933599;2002
CISNET-DFCI (Dana-Farber);Parmigiani G, Skates S, Zelen M, Modeling and optimization in early detection programs with a single exam, Biometrics, March 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11890325;2002
CISNET-DFCI (Dana-Farber);Zelen M, Lee SJ, Models and the early detection of disease: methodological considerations, Cancer Treat Res, Jan. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12613347;2002
CISNET-DFCI (Dana-Farber);Lee SJ, Zelen M, Statistical models for screening: planning public health programs, Cancer Treat Res, Jan. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12613348;2002
SimSmoke (Georgetown);Levy DT, Chaloupka F, Gitchell J, Mendez D, Warner KE, The use of simulation models for the surveillance, justification and understanding of tobacco control policies, Health Care Manag Sci, April 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11993746;2002
SimSmoke (Georgetown);Levy DT, Friend K, Examining the effects of tobacco treatment policies on smoking rates and smoking related deaths using the SimSmoke computer simulation model, Tob Control, March 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11891368;2002
SimSmoke (Georgetown);Levy DT, Friend K, A simulation model of policies directed at treating tobacco use and dependence, Med Decis Making, Jan. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11833665;2002
UM-LCSm (Michigan);Gregori G, Hanin L, Luebeck G, Moolgavkar S, Yakovlev A, Testing goodness of fit for stochastic models of carcinogenesis, Math Biosci, Jan. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11779625;2002
PSAPC (FHCRC);Etzioni R, Penson DF, Legler JM, di Tommaso D, Boer R, Gann PH, Feuer EJ, Overdiagnosis due to prostate-specific antigen screening: lessons from U.S. prostate cancer incidence trends, J Natl Cancer Inst, July 3, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=12096083;2002
PSAPC (FHCRC);Etzioni R, Berry KM, Legler JM, Shaw P, Prostate-specific antigen testing in black and white men: an analysis of medicare claims from 1991-1998, Urology, Feb. 1, 2002 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11834397;2002
CISNET-DFCI (Dana-Farber);Shen Y, Wu D, Zelen M, Testing the independence of two diagnostic tests, Biometrics, Dec. 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11764239;2001
CISNET-DFCI (Dana-Farber);Shen Y, Zelen M, Screening sensitivity and sojourn time from breast cancer early detection clinical trials: mammograms and physical examinations, J Clin Oncol, Aug. 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11481355;2001
Spectrum/G-E (Georgetown/Einstein);Yabroff KR, O'Malley A, Mangan P, Mandelblatt J, Inreach and outreach interventions to improve mammography use, J Am Med Womens Assoc (1972), Sept. 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11759785;2001
Spectrum/G-E (Georgetown/Einstein);Saha S, Hoerger TJ, Pignone MP, Teutsch SM, Helfand M, Mandelblatt JS, The art and science of incorporating cost effectiveness into evidence-based recommendations for clinical preventive services, Am J Prev Med, April 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11306230;2001
MISCAN-STDSIM (Erasmus);Nobbenhuis MA, Helmerhorst TJ, van den Brule AJ, Rozendaal L, Voorhorst FJ, Bezemer PD, Verheijen RH, Meijer CJ, Cytological regression and clearance of high-risk human papillomavirus in women with an abnormal cervical smear, Lancet, Nov. 24, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11734239;2001
SimSmoke (Georgetown);Levy DT, Friend K, Polishchuk E, Effect of clean indoor air laws on smokers: the clean air module of the SimSmoke computer simulation model, Tob Control, Dec. 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11740026;2001
SimSmoke (Georgetown);Levy DT, Friend K, Holder H, Carmona M, Effect of policies directed at youth access to smoking: results from the SimSmoke computer simulation model, Tob Control, June 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11387530;2001
SimSmoke (Georgetown);Levy DT, Friend K, A computer simulation model of mass media interventions directed at tobacco use, Prev Med, March 1, 2001 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11277686;2001
UW-Cervical (UWash);Myers ER, McCrory DC, Nanda K, Bastian L, Matchar DB, Mathematical model for the natural history of human papillomavirus infection and cervical carcinogenesis, Am J Epidemiol, June 15, 2000 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=10905528;2000
SimSmoke (Georgetown);Levy DT, Friend KB, A simulation model of tobacco youth access policies, J Health Polit Policy Law, Dec. 1, 2000 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=11142051;2000
SimSmoke (Georgetown);Levy DT, Cummings KM, Hyland A, Increasing taxes as a strategy to reduce cigarette use and deaths: results of a simulation model, Prev Med, Sept. 1, 2000 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=10964642;2000
SimSmoke (Georgetown);Levy DT, Cummings KM, Hyland A, A simulation of the effects of youth initiation policies on overall cigarette use, Am J Public Health, Aug. 1, 2000 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=10937017;2000
